OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,OWNER,GENERATIONTYPE,PRIMARYFUELTYPE,PRIMARYSUBFUELTYPE,GENERATIONMW,GENERATORNUMBER,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
350,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,349,Bremer Bay Diesel Backup,Operational,Verve Energy,,Distillate,,1.3,1,Bremer Bay,Western Australia,5,20130509,,-34.40182818,119.3888043
351,Power Station,A facility used for the generation of electrical power for distribution,Renewable,350,Coral Bay Wind Turbines,Operational,Verve Energy,Wind Turbine,Wind,,0.83,3,Coral Bay,Western Australia,5,20130509,,-23.15441917,113.7720668
352,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,351,Coral Bay Diesel Backup,Operational,Verve Energy,,Distillate,,2.24,8,Coral Bay,Western Australia,5,20130509,,-23.15214432,113.776179
353,Power Station,A facility used for the generation of electrical power for distribution,Renewable,352,Denham Wind Turbines,Operational,Verve Energy,Wind Turbine,Wind,,0.92,4,Denham,Western Australia,5,20130509,,-25.91152387,113.549311
354,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,353,Denham Diesel Backup,Operational,Verve Energy,,Distillate,,1.6,3,Denham,Western Australia,5,20130509,,-25.91672484,113.5339545
355,Power Station,A facility used for the generation of electrical power for distribution,Renewable,354,Woodman Point,Operational,Water Corporation,,Biogas,Sewage Methane,1.8,3,Munster,Western Australia,4,20130609,Not sure if location is correct but point definitely at the Water Treatment Plant,-32.14241986,115.771305
356,Power Station,A facility used for the generation of electrical power for distribution,Renewable,355,Henderson,Operational,Waste Gas Resources,,Biogas,Landfill Methane,3.2,3,Henderson,Western Australia,5,20130609,,-32.16502102,115.8008001
357,Power Station,A facility used for the generation of electrical power for distribution,Renewable,356,Tamala Park,Operational,Landfill Gas and Power Pty Ltd,,Biogas,Landfill Methane,4.65,,Tamala Park,Western Australia,5,20130609,,-31.70778613,115.7266449
358,Power Station,A facility used for the generation of electrical power for distribution,Renewable,357,Mandurah,Operational,,,Biogas,Sewage Methane,1.3,,Mandurah,Western Australia,3,20130609,"Point placed at sewage treatment plant, don't know exact location of generator",-32.50791827,115.7589572
359,Power Station,A facility used for the generation of electrical power for distribution,Renewable,358,Rockingham,Operational,AGL Energy Pty Ltd,,Biogas,Landfill Methane,2.1,,Rockingham,Western Australia,5,20130609,,-32.28632251,115.8153889
360,Power Station,A facility used for the generation of electrical power for distribution,Renewable,359,South Cardup (Shale Road Landfill),Operational,Western Australian Landfill Services,,Biogas,Landfill Methane,3.3,3,South Cardup,Western Australia,5,20130609,,-32.26643616,116.0193144
361,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,360,Cue,Operational,Energy Developments,,Distillate,,0.8,1,Cue,Western Australia,5,20130709,,-27.42124775,117.8894843
362,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,361,Sandstone,Operational,Energy Developments,,Distillate,,0.4,,Sandstone,Western Australia,5,20130709,,-27.98526935,119.2949593
363,Power Station,A facility used for the generation of electrical power for distribution,Renewable,362,Nullagine Solar Farm,Operational,Horizon Power,Solar Photovoltaic,Solar,Photovoltaic,0.2,900,Nullagine,Western Australia,5,20130809,Solar farm is backed up by diesel generator,-21.8795011,120.1117234
364,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,363,Nullagine Diesel Backup,Operational,Horizon Power,,Distillate,,0.96,,Nullagine,Western Australia,5,20130809,Diesel backup for the solar farm,-21.87944415,120.1128625
365,Power Station,A facility used for the generation of electrical power for distribution,Renewable,364,Marble Bar Solar Farm,Operational,Horizon Power,Solar Photovoltaic,Solar,Photovoltaic,0.3,1350,Marble Bar,Western Australia,5,20130809,,-21.16434463,119.7412
366,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,365,Marble Bar Diesel Backup,Operational,Horizon Power,,Distillate,,1.28,,Marble Bar,Western Australia,5,20130809,Diesel backup for the solar farm,-21.16492293,119.7418515
367,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,366,Derby,Operational,Energy Developments Ltd,,Natural Gas,,12.53,,Derby,Western Australia,5,20130809,,-17.31414107,123.64415
368,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,367,Fitzroy Crossing,Operational,Energy Developments Ltd,,Natural Gas,,4.06,,Fitzroy Crossing,Western Australia,5,20130809,,-18.19557505,125.5597112
369,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,368,Halls Creek,Operational,Energy Developments Ltd,,Natural Gas,,3.69,,Halls Creek,Western Australia,5,20130809,,-18.23275148,127.661897
370,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,369,Warmun,Operational,Energy Developments Ltd,,Distillate,,1.3,6,Warmun,Western Australia,5,20130809,,-17.0258835,128.2113196
371,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,370,Kununurra,Operational,Horizon Power,,Distillate,,12.4,1,Kununurra,Western Australia,5,20171105,"May have been decommissioned.  Standby power station, used only if power from Ord River hydro insufficient",-15.77955678,128.739462
372,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,371,Laverton,Operational,Energy Developments,,Distillate,,1.5,1,Laverton,Western Australia,2,20130709,Point placed on town.  Location of generator unknown,-28.62162366,122.396468
373,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,372,Exmouth,Operational,Burns and Roe Worley,,Natural Gas,,8,7,Exmouth,Western Australia,5,20130609,,-21.94645795,114.1249981
374,Power Station,A facility used for the generation of electrical power for distribution,Renewable,373,Tableland,Operational,MSF Sugar,Steam Super Critical,Biomass,Bagasse,7,,Arriga,Queensland,4,20130209,"Point on facility, don't know exact location of generator",-17.11929219,145.3449699
375,Power Station,A facility used for the generation of electrical power for distribution,Renewable,374,South Johnstone,Operational,MSF Sugar,Steam Super Critical,Biomass,Bagasse,20,,South Johnstone,Queensland,4,20130209,"Point on facility, don't know exact location of generator",-17.60568513,145.9910004
376,Power Station,A facility used for the generation of electrical power for distribution,Renewable,375,Mulgrave,Operational,MSF Sugar,Steam Super Critical,Biomass,Bagasse,13,,Gordonvale,Queensland,4,20130209,"Point on facility, don't know exact location of generator",-17.0931655,145.7887114
377,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,376,Blue Lake Milling Power Plant,Operational,Vibe Energy Pty Ltd,Compression Reciprocating Engine,Distillate,,1,1,Bordertown,South Australia,4,20161105,"Point on facility, not sure of exact location of generator",-36.31643279,140.7574619
378,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,377,Tatiara Meats,Operational,Vibe Energy Pty Ltd,Compression Reciprocating Engine,Distillate,,0.5,1,Bordertown,South Australia,4,20130209,"Point on facility, not sure of exact location of generator",-36.32655639,140.7367694
379,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,378,Kalumburu,Operational,,,Distillate,,0.7,5,Kalumburu,Western Australia,5,20130809,,-14.29385554,126.6439552
380,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,379,Ardyaloon,Operational,Energy Developments Ltd,,Distillate,,0.8,6,Ardyaloon,Western Australia,5,20130809,,-16.44441722,123.0413738
381,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,380,Djarindjin,Operational,Energy Developments Ltd,,Distillate,,0.7,5,Djarindjin,Western Australia,5,20130809,,-16.51990769,122.9035895
382,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,381,Beagle Bay,Operational,Energy Developments Ltd,,Distillate,,0.7,5,Beagle Bay,Western Australia,5,20130809,,-16.99390006,122.6585086
383,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,382,Bidyadanga,Operational,Energy Developments Ltd,,Distillate,,1.3,,Lagrange,Western Australia,5,20130809,,-18.68162717,121.7847809
384,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,383,Gascoyne Junction,Operational,Energy Developments,,Distillate,,0.4,,Gascoyne Junction,Western Australia,4,20130709,,-25.05569376,115.2082892
385,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,384,Wiluna,Operational,Energy Developments,,Distillate,,1.3,,Wiluna,Western Australia,5,20171105,,-26.59215989,120.2185089
386,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,385,Yalgoo,Operational,Energy Developments,,Distillate,,0.4,1,Yalgoo,Western Australia,5,20130709,,-28.33753663,116.6834916
387,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,386,Carnarvon,Operational,,,Natural Gas,<Null>,15,13,Carnarvon,Western Australia,5,20171105,Generation capacity may be wrong. Will be decommissioned around 2016/2017,-24.86915968,113.6753754
388,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,387,Mungullah,Operational,Horizon Power,,Natural Gas,,18,,Carnarvon,Western Australia,5,20171105,Replaced the old Canarvon power station,-24.89105146,113.7095328
389,Power Station,A facility used for the generation of electrical power for distribution,Renewable,388,Exmouth Advanced Mini Wind Farm,Operational,,Wind Turbine,Wind,,0.06,3,,Western Australia,5,20130609,,-21.8126315,114.1335056
390,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,389,Worsley,Operational,BHP,,Coal,,120,4,,Western Australia,5,20171105,This facility contains a coal fired power station and a gas fired generator.  The generation figure needs confirmation,-33.23549327,116.0687975
391,Power Station,A facility used for the generation of electrical power for distribution,Renewable,390,Kalbarri PV System,Operational,Verve Energy,Solar Photovoltaic,Solar,Photovoltaic,0.02,16,Kalbarri,Western Australia,5,20130509,,-27.71524695,114.1696918
392,Power Station,A facility used for the generation of electrical power for distribution,Renewable,391,Esperance Wind Farm Ten Mile Lagoon,Operational,Verve Energy,Wind Turbine,Wind,,2.03,9,Esperance,Western Australia,5,20130509,,-33.88016906,121.7690389
393,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,392,Muja B,Decommissioned,Verve Energy,Steam Subcritical,Coal,Black Coal,120,,Muja,Western Australia,5,20130509,"Shut down in 2009, due to be recommissioned in 2012; 12MW total from renewable fuels (wood waste)- from all Muja power stations ",-33.44680683,116.3087195
394,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,393,Muja A,Decommissioned,Verve Energy,Steam Subcritical,Coal,Black Coal,120,,Muja,Western Australia,5,20130509,"Shut down in 2009, due to be recommissioned in 2012; 12MW total from renewable fuels (wood waste)- from all Muja power stations ",-33.44667107,116.3081086
395,Power Station,A facility used for the generation of electrical power for distribution,Renewable,394,Boco Rock,Operational,Boco Rock Wind Farm Pty Ltd,Wind Turbine,Wind,,113,,Boco,New South Wales,2,20161212,,-36.58170602,149.10826
396,Power Station,A facility used for the generation of electrical power for distribution,Renewable,395,Ben Lomond,Proposed,AGL Energy,Wind Turbine,Wind,,200,,Ben Lomond,New South Wales,3,20170604,Location estimated from preliminary environmental assessment,-29.96225643,151.6585299
397,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,397,Bamarang,Proposed,Infratil Energy Australia Pty Ltd,Open Cycle Gas Turbine,Natural Gas,,320,,Bamarang,New South Wales,4,20170604,Location from Delta Energy Report - Proposed Gas Turbine Power Station,-34.90298106,150.5258221
398,Power Station,A facility used for the generation of electrical power for distribution,Renewable,398,Bango Wind Farm,Proposed,Bango Wind Farm Pty Ltd,Wind Turbine,Wind,,200,,Laverstock,New South Wales,4,20170604,Location from Bango Wind Farm website,-34.60577782,148.8695573
399,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,399,Bankstown Sports Club,Operational,Bankstown Sports Club,Compression Reciprocating Engine,Distillate,,2,,Bankstown,New South Wales,4,20161105,"Point is on the Sports Club, don't know exact location of generator with facility",-33.9196996,151.0332436
400,Power Station,A facility used for the generation of electrical power for distribution,Renewable,400,Belconnen,Operational,EDL LFG ACT Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,1,1,Macgregor,Australian Capital Territory,5,20121109,,-35.21418944,148.9872184
401,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,401,Charlestown Square,Operational,GPT RE Limited,Spark Ignition Reciprocating Engine,Natural Gas,,2.8,1,Charlestown,New South Wales,4,20121109,"Point on facility, not sure of exact location of generator",-32.96425538,151.6936125
402,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,402,Club Merrylands,Operational,Club Merrylands,,Distillate,,0.8,1,Merrylands,New South Wales,2,20121109,"Point is on the RSL Club, may not be the right club.",-33.83811555,150.9905038
403,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,403,Erskine Park,Operational,Cogent Energy,Spark Ignition Reciprocating Engine,Natural Gas,,0.4,1,Erskine Park,New South Wales,5,20121109,,-33.81820659,150.8032273
404,Power Station,A facility used for the generation of electrical power for distribution,Renewable,404,Kooragang,Operational,Ausgrid,Wind Turbine,Wind,,0.6,1,Kooragang,New South Wales,5,20121109,,-32.87728143,151.7477678
405,Power Station,A facility used for the generation of electrical power for distribution,Renewable,405,Kalbarri Wind Farm,Operational,Verve Energy,Wind Turbine,Wind,,1.7,2,,Western Australia,5,20130509,,-27.89949853,114.1945517
406,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,406,Wodgina,Operational,Energy Developments Ltd,,Natural Gas,,13.7,4,,Western Australia,5,20171105,,-21.17388339,118.674721
407,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,407,Savannah Nickel Mine,Operational,Contract Power,,Distillate,,10.8,,,Western Australia,5,20130809,Also called Sally Malay Nickel Mine,-17.36309536,128.0330764
408,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,408,Meekatharra,Operational,Energy Developments,,Distillate,,2.9,,Meekatharra,Western Australia,5,20130709,,-26.59517156,118.483022
409,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,409,Leonora,Operational,Energy Developments,,Natural Gas,,4.43,7,Leonora,Western Australia,5,20130709,,-28.88107638,121.3212747
410,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,410,Menzies,Operational,,,Distillate,,0.3,1,Menzies,Western Australia,2,20130709,Point placed on town. Location of generator unknown,-29.6906019,121.0251779
411,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,411,Onslow,Operational,,Spark Ignition Reciprocating Engine,Natural Gas,,3.6,6,Onslow,Western Australia,3,20130609,"Not sure about location, imagery is not very clear",-21.65822155,115.0990248
412,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,412,Hopetoun Diesel Backup,Operational,Verve Energy,,Distillate,,1.3,,Hopetoun,Western Australia,5,20130509,,-33.90504892,120.129934
413,Power Station,A facility used for the generation of electrical power for distribution,Renewable,413,Hopetoun Wind Turbines,Operational,Verve Energy,Wind Turbine,Wind,,1.2,2,Hopetoun,Western Australia,5,20130509,,-33.90776359,120.1296812
414,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,414,Camballin,Operational,Energy Developments Ltd,,Natural Gas,,1.04,,Looma,Western Australia,5,20130809,,-18.02775749,124.1620851
415,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,415,Cawse Nickel Mine,Operational,,,Natural Gas,,21,,,Western Australia,3,20171105,Power station is at Cawse Nickel Mine but point location may be totally wrong,-30.38080581,121.1634809
416,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,416,Buronga,Proposed,International Power Pty Ltd,Open Cycle Gas Turbine,Natural Gas,,150,,Wentworth,New South Wales,1,20170604,Project is yet to commence and may never be completed,-34.10134192,142.2616602
417,Power Station,A facility used for the generation of electrical power for distribution,Renewable,418,Glenorchy,Operational,AGL Energy Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,1.6,2,Glenorchy,Tasmania,5,20170304,,-42.84146317,147.2550466
418,Power Station,A facility used for the generation of electrical power for distribution,Renewable,419,Hobart,Operational,AGL Energy Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,1,1,South Hobart,Tasmania,5,20170304,,-42.88825951,147.2888298
419,Power Station,A facility used for the generation of electrical power for distribution,Renewable,420,Musselroe,Operational,Hydro Tasmania Wind Operations Pty Ltd,Wind Turbine,Wind,,168,56,,Tasmania,5,20170304,,-40.77981068,148.0097387
420,Power Station,A facility used for the generation of electrical power for distribution,Renewable,421,Kings Canyon,Operational,Power and Water Corporation,Solar Photovoltaic,Solar,Photovoltaic,0.24,,,Northern Territory,5,20130909,,-24.25091959,131.5006498
421,Power Station,A facility used for the generation of electrical power for distribution,Renewable,422,Bodangora Wind Farm,Proposed,Infigen Energy,Wind Turbine,Wind,,100,,Bodangora,New South Wales,2,20170604,Estimated from map in environmental assessment,-32.41367217,149.0589636
422,Power Station,A facility used for the generation of electrical power for distribution,Renewable,423,Broken Hill Solar Plant,Operational,AGL Energy,Solar Photovoltaic,Solar,Photovoltaic,53,,Broken Hill,New South Wales,5,20171202,,-31.98670743,141.3915455
423,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,424,McArthur River Mine,Operational,Energy Developments Ltd,Reciprocating Engines,Natural Gas,Distillate,78,6,McArthur River,Northern Territory,5,20180611,,-16.43349825,136.0934595
424,Power Station,A facility used for the generation of electrical power for distribution,Renewable,425,University of Queensland (St Lucia Campus) Solar Array,Operational,University of Queensland,Solar Photovoltaic,Solar,Photovoltaic,1.2,5000,St Lucia,Queensland,5,20120711,Panels on several campus buildings,-27.49495856,153.0101375
425,Power Station,A facility used for the generation of electrical power for distribution,Renewable,426,Perth Zoo,Operational,Perth Zoo,Solar Photovoltaic,Solar,Photovoltaic,2.37,755,South Perth,Western Australia,4,20120511,Panels on several structures throughout the zoo,-31.97666278,115.8547801
426,Power Station,A facility used for the generation of electrical power for distribution,Renewable,427,Tulla Calder Interchange Solar Array,Operational,Tullamarine Calder Alliance,Solar Photovoltaic,Solar,Photovoltaic,0.24,210,Niddrie,Victoria,5,20120511,Solar panels mounted on top of sound barrier wall.  500m in length.,-37.73527874,144.8948168
427,Power Station,A facility used for the generation of electrical power for distribution,Renewable,428,Bridgewater Solar,Operational,Silex Systems,Solar Photovoltaic,Solar,Photovoltaic,0.14,,Bridgewater,Victoria,5,20120511,,-36.61349914,143.9528805
428,Power Station,A facility used for the generation of electrical power for distribution,Renewable,429,Monash University (Clayton Campus) Solar Array,Operational,Monash University,Solar Photovoltaic,Solar,Photovoltaic,0.18,420,,Victoria,3,20120511,Panels are on the Campus Centre building,-37.91178735,145.1329961
429,Power Station,A facility used for the generation of electrical power for distribution,Renewable,430,Queen Victoria Market Solar Array,Operational,Melbourne City Council,Solar Photovoltaic,Solar,Photovoltaic,0.25,1328,West Melbourne,Victoria,5,20120511,,-37.80694397,144.9569438
430,Power Station,A facility used for the generation of electrical power for distribution,Renewable,431,Bendigo Solar Park,Operational,Central Victoria Solar City Consortium,Solar Photovoltaic,Solar,Photovoltaic,0.3,,Bendigo,Victoria,5,20120511,,-36.67475242,144.303239
431,Power Station,A facility used for the generation of electrical power for distribution,Renewable,432,Adelaide Showgrounds,Operational,Adelaide Showgrounds,Solar Photovoltaic,Solar,Photovoltaic,1,,Goodwood,South Australia,5,20120511,12612 Panels on several of the showground building roofs,-34.94528525,138.5881935
432,Power Station,A facility used for the generation of electrical power for distribution,Renewable,433,Adelaide Airport,Operational,Adelaide Airport Ltd,Solar Photovoltaic,Solar,Photovoltaic,0.11,,,South Australia,5,20180504,"Panels on the roof of Terminal 1. Can't see them on imagery, too old",-34.93867455,138.5376555
433,Power Station,A facility used for the generation of electrical power for distribution,Renewable,434,Townsville RSL Stadium Solar Array,Operational,Townsville RSL Stadium,Solar Photovoltaic,Solar,Photovoltaic,0.34,1800,Annandale,Queensland,5,20120711,,-19.30786103,146.8010543
434,Power Station,A facility used for the generation of electrical power for distribution,Renewable,435,Fraser Coast Community Solar Farm,Operational,Wide Bay Water Corporation,Solar Photovoltaic,Solar,Photovoltaic,0.4,1584,Nikenbah,Queensland,3,20160405,Located on Hebblewhite Farm near Nikenbah.  Could not see on imagery,-25.3183986,152.7901683
435,Power Station,A facility used for the generation of electrical power for distribution,Renewable,436,Metricon (Gold Coast) Stadium Solar Array,Operational,Metricon Stadium,Solar Photovoltaic,Solar,Photovoltaic,0.22,574,Carrara,Queensland,5,20120711,Panels form a halo on roof of stadium; stadium also called Carrara Stadium,-28.00627412,153.3671183
436,Power Station,A facility used for the generation of electrical power for distribution,Renewable,437,Carnarvon Solar Farm,Operational,EMC Solar,Solar Photovoltaic,Solar,Photovoltaic,0.29,,Carnarvon,Western Australia,4,20120511,,-24.89702912,113.6741161
437,Power Station,A facility used for the generation of electrical power for distribution,Renewable,438,CSIRO Energy Centre,Operational,CSIRO,Solar Thermal,Solar,Thermal,1.5,,Mayfield West,New South Wales,5,20120511,"This is a research/demonstration centre for renewable energy technology.  Site has two concentrating solar thermal tower arrays  (1MW and 500kw), 115 ",-32.883473,151.7274525
438,Power Station,A facility used for the generation of electrical power for distribution,Renewable,439,Newington Solar Suburb,Operational,Pacific Power,Solar Photovoltaic,Solar,Photovoltaic,0.67,,Newington,New South Wales,5,20120511,"Suburb powered by solar, panels on all house roofs",-33.8412921,151.0538161
439,Power Station,A facility used for the generation of electrical power for distribution,Renewable,440,Singleton Solar Farm,Operational,Ausgrid,Solar Photovoltaic,Solar,Photovoltaic,0.39,3500,Singleton,New South Wales,4,20120511,,-32.59238451,151.1812087
440,Power Station,A facility used for the generation of electrical power for distribution,Renewable,441,Kogarah Town Square Solar Array,Operational,Kogarah Council,Solar Photovoltaic,Solar,Photovoltaic,0.16,,Kogarah,New South Wales,5,20120511,Panels bonded to the roofs of the town square buildings,-33.96517453,151.1331504
441,Power Station,A facility used for the generation of electrical power for distribution,Renewable,442,Stadium Australia,Operational,,Solar Photovoltaic,Solar,Photovoltaic,0.14,,Homebush,New South Wales,4,20120511,"I think these are the panels powering the light towers, stadium also called ANZ Stadium",-33.84517807,151.0640393
442,Power Station,A facility used for the generation of electrical power for distribution,Renewable,443,Mt Gambier,Operational,Carter Holt Harvey Wood Products Australia Pty Limited,Cogeneration,Biomass,Wood Waste,10,,Mount Gambier,South Australia,4,20140201,Point placed on feature that looks like power station within the Carter Holt Harvey site,-37.83884533,140.805696
443,Power Station,A facility used for the generation of electrical power for distribution,Renewable,444,Narrogin Bioenergy Plant,Operational,"Verve Energy, Western Power, Oil Mallee Co, Enecon P/L",Cogeneration,Biomass,Wood Waste,1,,Narrogin,Western Australia,5,20140201,Demonstration power station,-32.95211795,117.191581
444,Power Station,A facility used for the generation of electrical power for distribution,Renewable,445,Visy Paper Gibson Island,Operational,Visy Pulp & Paper,Cogeneration,Biomass,Black Liquor,2,1,Gibson Island,Queensland,5,20121109,,-27.44051322,153.1157946
445,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,446,Mica Creek,Operational,Stanwell Corporation,Combined Cycle Gas Turbine,Natural Gas,,325,10,Mica Creek,Queensland,5,20150103,,-20.77772624,139.4904643
446,Power Station,A facility used for the generation of electrical power for distribution,Renewable,447,Wilpena Solar Farm,Operational,AGL,Solar Photovoltaic,Solar,Photovoltaic,145,1260,Wilpena Pound,South Australia,4,20180504,Solar farm is backed up by diesel generator,-31.52339249,138.619757
447,Power Station,A facility used for the generation of electrical power for distribution,Renewable,448,Mildura Solar Farm,Operational,Silex Systems ,Solar Photovoltaic,Solar,Concentrated Photovoltaic (CPV),1.5,40,Carwarp,Victoria,4,20151104,,-34.4670898,142.1832867
448,Power Station,A facility used for the generation of electrical power for distribution,Renewable,449,King Island (Currie),Operational,Hydro Tasmania,,Distillate,Wind/Solar,8.55,9,Currie,Tasmania,5,20170304,Combined Distillate/Wind/solar power station,-39.93878522,143.8919646
449,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,451,West Angelas Mine,Operational,Rio Tinto,Open Cycle,Gas,,86,2,West Angelas MIne,Western Australia,5,20121109,,-23.15464855,118.7245217
450,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,452,Cannington Mine,Operational,BHP Billiton,Reciprocating Engines,Natural Gas,Distillate,40,22,Cannington Mine,Queensland,4,20121109,,-21.86013329,140.9157675
451,Power Station,A facility used for the generation of electrical power for distribution,Renewable,453,Hallett 1 Brown Hill  Wind Farm,Operational,AGL Energy Pty Ltd,Wind Turbine,Wind,,94.5,45,Hallett Brown Hill,South Australia,3,20130109,,-33.3949602,138.7299434
452,Power Station,A facility used for the generation of electrical power for distribution,Renewable,454,Hallet 5 - The Bluff,Operational,AGL Energy Pty Ltd,Wind Turbine,Wind,,52.5,45,Hallett Brown Hill,South Australia,3,20161105,,-33.38554626,138.7928315
453,Power Station,A facility used for the generation of electrical power for distribution,Renewable,455,Hallett 2 Hallet Hill  Wind Farm,Operational,ANZ Energy Infrastructure Trust,Wind Turbine,Wind,,71.4,34,Hallett Hill,South Australia,3,20130109,,-33.57166812,138.8579506
454,Power Station,A facility used for the generation of electrical power for distribution,Renewable,456,Snowtown South  ,Operational,TrustPower Ltd,Wind Turbine,Wind,,126,47,Snowtown,South Australia,5,20161105,,-33.83016399,138.118444
455,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,457,Cape Preston,Operational,Citic Pacific Mining,Combined Cycle,Natural Gas,,450,16,Cape Preston,Western Australia,5,20121109,,-21.07670614,116.1590157
456,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,458,Solomon Iron Ore Mine,Operational,,Gas Turbine,Natural Gas,,125,,,Western Australia,2,20171105,Position estimated from documentation,-22.15813879,117.9848638
457,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,459,Diamantina,Operational,APA Group and AGL Energy Ltd,Combined Cycle Gas Turbine,Natural Gas,,242,6,Mt Isa,Queensland,5,20160405,<Null>,-20.78374958,139.4832674
458,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,460,Leichhardt,Operational,APA Group and AGL Energy Ltd,Combined Cycle Gas Turbine,Natural Gas,,60,1,Mt Isa,Queensland,5,20160405,<Null>,-20.7833352,139.4862207
459,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,461,Bulwer Island,Operational,ATCO and Origin Energy,Cogeneration,Natural Gas,,33,3,Brisbane,Queensland,5,20121109,,-27.40357955,153.1362858
460,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,462,Cape Lambert,Operational,Rio Tinto Australia Pty Ltd,,Natural Gas,Distillate,105,3,Point Samson,Western Australia,5,20171105,,-20.64877064,117.1407313
461,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,463,Ernabella,Operational,Ananga Pitjantjatjara Council,<Null>,Distillate,<Null>,0.01,4,Ernabella,South Australia,5,20120511,"Research suggests that Ernabella generates its power from diesel, not solar array. It seems to have partly drawn power previously from Umuwa solar far",-26.27796062,132.131371
462,Power Station,A facility used for the generation of electrical power for distribution,Renewable,464,Umuwa,Non-Operational,Silex Systems,Solar Photovoltaic,Solar,Photovoltaic,0.35,10,Umuwa,South Australia,5,20180504,There are 10 solar dishes.  ABC News 25 July 2011 reported that the system is no longer functioning,-26.4735559,132.0146568
463,Power Station,A facility used for the generation of electrical power for distribution,Renewable,465,Yuendumu,Operational,Power and Water Corporation,Solar Photovoltaic,Solar,Photovoltaic,0.24,10,Yuendumu,Northern Territory,5,20140107,Verified from Solar Systems website fact sheet; 10x concentrator dish systems,-22.24259062,131.7931457
464,Power Station,A facility used for the generation of electrical power for distribution,Renewable,466,Lajamanu,Operational,Power and Water Corporation,Solar Photovoltaic,Solar,Photovoltaic,0.29,12,Lajamanu,Northern Territory,5,20140107,Verified from Solar Systems website. It is an integrated diesel/solar power generation system. There are 12x CS500 dishes & the solar farm has a close,-18.32650367,130.6294897
465,Power Station,A facility used for the generation of electrical power for distribution,Renewable,467,Windorah,Operational,Ergon Energy,Solar Photovoltaic,Solar,Photovoltaic,0.13,5,Windorah,Queensland,5,20140107,Verified from Ergon Energy website fact sheet. Concentrated solar dishes x5,-25.41266443,142.6607615
